Id;Marca;Tipo;Capacidad_GB;Velocidad_MHz;Latencia_CAS;Voltaje;RGB;Modulos;Disipador;Precio_USD
798;Teamgroup;DDR4;32;3162;18;1,19;True;2;None;142,20
799;Corsair;DDR5;8;6231;39;1,19;False;1;Standard;153,15
800;G,Skill;DDR5;8;7489;31;1,19;False;1;None;177,54
801;Kingston;DDR4;8;2541;15;1,36;False;2;Standard;110,93
802;Crucial;DDR4;16;2853;22;1,42;False;1;High-End;112,52
803;Kingston;DDR5;8;6626;37;1,40;False;2;High-End;177,67
804;Crucial;DDR4;16;2813;19;1,31;True;4;High-End;140,70
805;Kingston;DDR4;8;3282;19;1,18;True;2;None;112,86
806;Samsung;DDR5;8;6232;34;1,37;True;2;None;174,09
807;G,Skill;DDR4;32;2953;22;1,37;False;2;None;128,52
808;Teamgroup;DDR4;16;3515;19;1,44;True;4;High-End;146,32
809;Kingston;DDR4;8;2887;17;1,19;True;2;Standard;116,70
810;Crucial;DDR5;8;6985;30;1,35;True;4;None;206,52
811;G,Skill;DDR5;16;7022;31;1,37;True;2;None;201,66
812;Kingston;DDR5;16;6787;38;1,37;True;4;High-End;214,64
813;Teamgroup;DDR4;16;3880;18;1,30;True;1;None;122,74
814;Crucial;DDR5;64;4866;38;1,38;True;1;High-End;247,36
815;Samsung;DDR4;64;2473;15;1,36;True;2;None;179,58
816;Corsair;DDR5;8;7544;39;1,30;True;2;None;178,14
817;Samsung;DDR4;16;3697;21;1,20;True;2;High-End;132,78
818;Corsair;DDR4;32;2428;22;1,29;False;1;Standard;122,32
819;G,Skill;DDR5;32;7717;36;1,31;False;4;Standard;238,46
820;Samsung;DDR5;64;6874;40;1,24;False;4;Standard;273,09
821;G,Skill;DDR4;16;3457;16;1,39;False;1;Standard;120,36
822;Kingston;DDR5;32;6464;32;1,38;False;2;Standard;216,83
823;Teamgroup;DDR4;16;2897;21;1,25;True;1;None;110,38
824;Corsair;DDR4;128;2455;18;1,14;False;2;High-End;255,74
825;Kingston;DDR5;64;5164;39;1,33;True;1;Standard;240,45
826;Teamgroup;DDR5;8;4913;30;1,20;False;4;High-End;189,55
827;Kingston;DDR4;128;3053;14;1,45;False;1;Standard;254,52
828;G,Skill;DDR4;64;2959;16;1,35;False;1;Standard;173,97
829;Crucial;DDR4;32;3327;18;1,34;True;2;None;143,52
830;G,Skill;DDR4;32;2570;17;1,28;True;1;Standard;136,96
831;Crucial;DDR5;32;6978;39;1,33;True;1;None;202,80
832;Corsair;DDR4;32;2745;16;1,20;True;4;Standard;157,86
833;Corsair;DDR5;16;6116;35;1,13;False;2;High-End;189,17
834;Teamgroup;DDR5;32;6748;37;1,39;False;2;None;204,37
835;Kingston;DDR5;128;7759;39;1,41;False;2;High-End;380,26
836;Kingston;DDR4;64;3066;15;1,39;True;2;Standard;188,33
837;Kingston;DDR5;32;5834;40;1,12;False;2;Standard;193,82
838;Corsair;DDR5;128;6640;32;1,19;False;1;Standard;366,15
839;Teamgroup;DDR5;64;4801;31;1,19;True;4;None;271,63
840;Crucial;DDR5;32;6987;36;1,37;True;4;None;233,27
841;G,Skill;DDR4;16;2820;17;1,42;False;1;Standard;113,76
842;Corsair;DDR4;32;3775;15;1,23;True;4;None;163,60
843;Teamgroup;DDR5;16;6515;37;1,33;True;4;High-End;213,73
844;Kingston;DDR5;16;5844;37;1,29;False;4;None;184,89
845;Crucial;DDR4;32;3569;18;1,11;True;4;Standard;161,45
846;Teamgroup;DDR4;8;3130;17;1,17;False;1;High-End;112,64
847;Samsung;DDR5;16;7361;32;1,32;True;2;Standard;208,69
848;Corsair;DDR5;64;4871;37;1,18;True;1;High-End;249,44
849;Corsair;DDR4;16;3054;21;1,24;True;4;High-End;139,63
850;Crucial;DDR4;32;3718;21;1,30;True;2;High-End;152,14
851;Teamgroup;DDR4;8;3150;20;1,26;False;4;High-End;126,30
852;G,Skill;DDR4;64;3626;19;1,37;True;1;High-End;186,81
853;Teamgroup;DDR5;32;6886;39;1,19;True;4;High-End;239,61
854;G,Skill;DDR4;32;3936;14;1,38;False;2;None;148,39
855;Kingston;DDR5;64;7809;35;1,26;True;4;None;296,02
856;Crucial;DDR5;128;6028;36;1,37;False;2;High-End;367,64
857;Teamgroup;DDR5;32;7803;38;1,38;False;4;Standard;235,34
858;Crucial;DDR4;128;3024;16;1,12;True;1;None;253,29
859;Teamgroup;DDR5;16;7907;38;1,28;True;2;High-End;210,54
860;Kingston;DDR4;64;2772;19;1,22;True;4;High-End;197,98
861;Corsair;DDR5;128;4948;39;1,16;True;2;None;344,50
862;Crucial;DDR5;8;6723;33;1,38;True;2;Standard;186,82
863;Kingston;DDR5;64;5586;33;1,42;True;1;None;251,76
864;Crucial;DDR5;32;7572;30;1,36;False;2;Standard;232,84
865;Samsung;DDR5;64;6473;35;1,24;True;1;None;257,29
866;Teamgroup;DDR5;32;4858;30;1,24;False;2;High-End;211,63
867;Kingston;DDR4;8;2447;17;1,21;True;1;High-End;113,18
868;Corsair;DDR5;128;6921;37;1,20;False;2;High-End;375,26
869;Samsung;DDR5;32;5026;35;1,15;True;4;None;214,12
870;Kingston;DDR5;8;6549;32;1,44;True;1;None;173,46
871;Kingston;DDR5;64;6216;36;1,42;True;2;High-End;274,09
872;Crucial;DDR5;8;5206;37;1,26;True;1;Standard;154,23
873;Teamgroup;DDR5;128;5278;39;1,44;False;4;Standard;361,56
874;G,Skill;DDR5;128;7742;38;1,29;False;1;High-End;374,00
875;Kingston;DDR5;64;7985;38;1,13;True;2;None;275,64
876;Samsung;DDR5;16;5382;35;1,34;True;1;Standard;173,15
877;Samsung;DDR5;32;5701;37;1,24;False;2;Standard;198,46
878;Corsair;DDR5;8;5837;33;1,30;False;2;Standard;169,15
879;Teamgroup;DDR5;16;5304;39;1,33;True;1;High-End;172,30
880;Teamgroup;DDR4;16;2586;14;1,20;True;2;High-End;134,39
881;Teamgroup;DDR4;64;3816;18;1,20;False;1;None;173,83
882;Kingston;DDR4;64;3389;14;1,11;True;4;Standard;204,41
883;Kingston;DDR5;128;5797;33;1,15;True;1;None;357,72
884;Kingston;DDR4;64;3730;15;1,31;True;4;None;201,64
885;Samsung;DDR4;16;2787;20;1,23;False;1;High-End;115,00
886;Samsung;DDR4;8;4000;21;1,35;True;2;High-End;125,60
887;G,Skill;DDR4;32;3517;17;1,15;True;2;None;146,54
888;G,Skill;DDR4;64;2466;22;1,42;True;1;None;163,03
889;Samsung;DDR5;32;5103;34;1,22;False;2;None;192,68
890;Corsair;DDR4;8;3184;20;1,43;False;2;High-End;114,57
891;Teamgroup;DDR5;16;6511;36;1,19;True;2;None;186,01
892;Corsair;DDR4;16;3253;22;1,22;True;4;Standard;133,72
893;Kingston;DDR4;64;2489;17;1,34;True;1;High-End;180,71
894;Kingston;DDR4;128;3758;16;1,16;False;1;None;253,16
895;Corsair;DDR5;128;7624;40;1,33;False;2;Standard;368,67
896;Corsair;DDR4;8;3352;15;1,33;True;1;None;113,42
897;Crucial;DDR4;64;3084;14;1,41;True;2;High-End;195,97
898;Corsair;DDR5;8;6088;32;1,24;False;1;None;160,39
899;Corsair;DDR4;8;3855;19;1,24;True;1;Standard;115,44
900;Teamgroup;DDR5;64;4963;36;1,23;False;1;None;230,86
901;Crucial;DDR5;8;7963;40;1,30;False;4;None;188,74
902;Kingston;DDR5;64;5304;37;1,17;True;1;High-End;254,11
903;Teamgroup;DDR4;8;3598;17;1,13;False;4;None;124,38
904;Teamgroup;DDR5;64;6628;35;1,32;True;2;High-End;280,56
905;Teamgroup;DDR5;8;6885;36;1,44;True;1;High-End;182,49
906;Teamgroup;DDR5;32;7403;33;1,34;True;2;Standard;233,04
907;Teamgroup;DDR4;128;3226;20;1,38;True;4;High-End;276,91
908;Kingston;DDR5;128;5779;38;1,45;False;4;High-End;377,10
909;G,Skill;DDR4;64;2486;20;1,45;True;2;High-End;182,19
910;Teamgroup;DDR4;32;2437;20;1,19;True;4;High-End;155,40
911;Samsung;DDR4;64;2944;19;1,43;False;1;Standard;169,35
912;Kingston;DDR4;16;3319;14;1,29;True;1;None;124,25
913;Teamgroup;DDR5;8;7885;40;1,43;False;2;Standard;177,09
914;Kingston;DDR5;8;7959;30;1,14;True;2;High-End;214,34
915;Crucial;DDR5;64;7546;36;1,36;True;2;Standard;280,35
916;Crucial;DDR5;16;7372;32;1,21;True;2;None;203,41
917;Samsung;DDR5;128;7034;34;1,41;False;1;Standard;366,35
918;Crucial;DDR5;64;7384;36;1,11;True;1;None;265,10
919;Kingston;DDR5;8;5905;40;1,45;True;2;Standard;163,81
920;Corsair;DDR4;128;3600;14;1,21;False;4;None;272,90
921;Teamgroup;DDR5;64;6501;33;1,17;True;2;None;269,74
922;Corsair;DDR5;128;7398;40;1,32;False;4;High-End;390,53
923;Crucial;DDR5;128;6057;31;1,25;True;1;High-End;378,08
924;Samsung;DDR4;64;3802;18;1,43;True;1;Standard;183,72
925;Kingston;DDR5;32;7104;32;1,11;False;2;None;218,34
926;Kingston;DDR5;128;5064;35;1,25;True;2;None;353,85
927;Kingston;DDR5;32;6457;36;1,11;True;2;None;211,35
928;Samsung;DDR5;64;6010;40;1,32;False;2;High-End;255,66
929;Crucial;DDR5;64;5469;33;1,26;True;4;None;274,80
930;Samsung;DDR4;128;3942;16;1,37;True;2;High-End;276,64
931;G,Skill;DDR5;8;5444;35;1,17;False;4;Standard;177,06
932;Samsung;DDR4;8;3761;22;1,11;True;2;Standard;116,19
933;G,Skill;DDR4;32;3722;14;1,33;True;2;Standard;156,68
934;Corsair;DDR4;128;2787;16;1,13;True;1;Standard;255,40
935;Kingston;DDR5;8;6863;36;1,43;True;1;High-End;182,26
936;Samsung;DDR5;32;7253;31;1,28;True;2;Standard;235,47
937;Teamgroup;DDR4;16;3470;19;1,21;False;2;Standard;121,96
938;Kingston;DDR4;64;3433;17;1,11;True;4;High-End;206,26
939;Kingston;DDR4;32;3954;19;1,38;True;1;Standard;145,03
940;Corsair;DDR5;32;5254;40;1,23;False;1;None;174,06
941;Corsair;DDR5;8;7681;39;1,20;False;1;High-End;176,91
942;Crucial;DDR4;8;3350;19;1,36;True;4;None;125,40
943;Crucial;DDR5;16;6222;30;1,40;True;2;None;195,04
944;Crucial;DDR4;8;3834;18;1,41;True;2;Standard;122,77
945;Crucial;DDR4;8;3897;14;1,19;False;4;High-End;141,28
946;Kingston;DDR5;32;7951;37;1,20;False;1;None;209,26
947;G,Skill;DDR4;8;2646;14;1,43;True;4;Standard;131,27
948;G,Skill;DDR4;32;3700;22;1,10;True;1;High-End;144,50
949;Samsung;DDR4;128;2995;16;1,31;True;1;Standard;257,06
950;Kingston;DDR5;128;5167;38;1,38;False;2;None;340,79
951;Teamgroup;DDR5;8;5587;40;1,13;True;2;Standard;160,37
952;Crucial;DDR5;128;4848;40;1,40;False;4;None;349,49
953;Corsair;DDR5;128;7191;31;1,34;False;4;High-End;406,52
954;Teamgroup;DDR4;8;3459;14;1,17;True;2;Standard;125,77
955;Teamgroup;DDR5;16;6387;37;1,16;False;4;None;190,75
956;Corsair;DDR5;128;6887;31;1,33;True;1;High-End;387,04
957;G,Skill;DDR5;16;5188;34;1,35;False;4;Standard;189,28
958;Crucial;DDR5;8;7316;35;1,27;True;2;High-End;197,27
959;G,Skill;DDR5;64;5610;38;1,34;True;4;Standard;271,59
960;Teamgroup;DDR5;8;7621;33;1,21;True;1;High-End;196,52
961;Samsung;DDR5;32;5430;36;1,16;True;4;None;216,46
962;Crucial;DDR5;8;7634;37;1,25;True;4;Standard;204,76
963;Teamgroup;DDR4;128;2817;20;1,42;True;2;None;251,64
964;Samsung;DDR5;32;7729;33;1,12;True;2;Standard;236,56
965;G,Skill;DDR4;16;3751;15;1,25;False;1;Standard;124,21
966;Teamgroup;DDR4;32;2933;18;1,37;False;4;None;146,36
967;Samsung;DDR4;16;2598;14;1,29;False;1;None;112,48
968;Teamgroup;DDR4;64;3682;15;1,33;True;1;None;183,26
969;Corsair;DDR4;16;2590;21;1,28;True;4;High-End;135,92
970;Corsair;DDR5;32;5800;31;1,31;False;1;Standard;203,58
971;Samsung;DDR5;32;7044;30;1,20;False;2;Standard;227,14
972;Samsung;DDR4;32;3830;14;1,42;False;2;Standard;151,54
973;Samsung;DDR4;8;3748;14;1,26;False;1;Standard;116,08
974;Corsair;DDR4;8;3538;20;1,36;True;2;High-End;123,40
975;Crucial;DDR4;128;3882;14;1,39;False;1;None;257,16
976;Corsair;DDR4;64;3942;17;1,14;True;2;None;188,34
977;Kingston;DDR4;16;3610;22;1,15;False;1;None;108,58
978;Kingston;DDR5;64;6483;34;1,36;True;1;None;259,42
979;Crucial;DDR4;64;3157;15;1,29;False;4;High-End;201,06
980;Samsung;DDR4;16;3018;16;1,25;False;4;Standard;134,84
981;Teamgroup;DDR5;16;6896;35;1,26;True;1;Standard;189,50
982;G,Skill;DDR4;64;3912;20;1,31;True;4;Standard;199,60
983;Corsair;DDR5;128;7880;35;1,33;True;2;Standard;389,66
984;G,Skill;DDR4;8;3231;15;1,34;False;4;High-End;134,45
985;Crucial;DDR5;32;6896;39;1,38;False;4;Standard;223,52
986;Teamgroup;DDR5;64;5470;38;1,12;True;1;None;240,38
987;G,Skill;DDR5;16;6157;36;1,10;True;2;None;182,19
988;Samsung;DDR5;128;6887;38;1,36;True;4;Standard;389,06
989;Kingston;DDR4;128;2802;14;1,20;True;2;Standard;264,52
990;Crucial;DDR5;64;5860;32;1,25;False;4;Standard;278,34
991;Teamgroup;DDR4;128;3999;15;1,44;True;2;High-End;278,59
992;G,Skill;DDR5;128;7945;38;1,13;False;1;None;362,69
993;Teamgroup;DDR4;32;3883;15;1,42;True;1;None;146,46
994;Samsung;DDR4;64;3329;17;1,16;True;2;Standard;187,43
995;Teamgroup;DDR5;8;5280;33;1,39;True;2;High-End;179,33
996;Corsair;DDR5;32;6670;39;1,35;False;4;High-End;229,18
997;Samsung;DDR5;64;7372;40;1,15;True;2;High-End;278,47
998;Kingston;DDR4;32;3519;17;1,18;True;2;Standard;150,55
999;Corsair;DDR5;16;7894;31;1,16;True;4;High-End;240,78
1000;G,Skill;DDR5;16;5574;33;1,16;True;4;Standard;203,57
1001;G,Skill;DDR4;16;2978;18;1,33;True;1;None;115,52
1002;Corsair;DDR5;32;6977;31;1,12;False;4;Standard;240,59
1003;Teamgroup;DDR5;32;5966;32;1,41;True;1;Standard;211,45
1004;Corsair;DDR4;16;3245;14;1,44;False;1;Standard;121,66
1005;G,Skill;DDR5;16;4947;38;1,15;False;1;High-End;162,37
1006;Samsung;DDR5;8;7623;38;1,15;True;2;Standard;186,41
1007;Kingston;DDR5;128;7699;33;1,28;True;4;None;402,56
1008;Kingston;DDR4;8;2754;16;1,34;False;2;None;107,13
1009;Teamgroup;DDR4;128;2555;17;1,22;False;2;None;248,04
1010;Corsair;DDR4;64;3919;14;1,41;False;1;High-End;190,65
1011;Teamgroup;DDR4;16;3618;20;1,27;True;2;Standard;127,64
1012;G,Skill;DDR4;128;3753;14;1,22;False;4;Standard;278,12
1013;Kingston;DDR5;16;7672;34;1,23;False;2;Standard;199,90
1014;Kingston;DDR5;32;5094;34;1,39;False;4;Standard;214,18
1015;Corsair;DDR4;128;3652;19;1,32;True;2;High-End;269,82
1016;Kingston;DDR5;64;7469;40;1,24;False;4;None;274,12
1017;Corsair;DDR4;64;2738;14;1,13;False;4;High-End;199,20
1018;Kingston;DDR4;32;3636;16;1,17;False;1;Standard;140,99
1019;G,Skill;DDR5;16;7059;35;1,32;True;4;Standard;215,56
1020;Crucial;DDR5;8;6065;39;1,41;False;2;High-End;167,56
1021;Samsung;DDR4;64;3730;18;1,11;True;2;Standard;189,14
1022;Teamgroup;DDR5;16;6262;33;1,39;False;1;High-End;186,70
1023;Corsair;DDR4;32;3301;15;1,37;False;2;None;141,81
1024;G,Skill;DDR5;32;6305;33;1,29;False;2;High-End;221,18
1025;G,Skill;DDR4;32;2523;14;1,29;True;1;None;137,08
1026;Crucial;DDR5;64;7490;33;1,37;True;2;None;280,42
1027;Kingston;DDR5;128;7431;30;1,26;False;4;High-End;411,14
1028;Corsair;DDR4;16;3336;19;1,32;True;1;High-End;126,89
1029;Corsair;DDR4;8;2801;14;1,20;False;4;Standard;126,51
1030;Kingston;DDR4;64;3507;17;1,40;False;1;High-End;182,86
1031;G,Skill;DDR5;8;7317;40;1,29;True;2;High-End;187,16
1032;Teamgroup;DDR4;32;3222;21;1,40;True;2;High-End;148,18
1033;Crucial;DDR5;64;5067;37;1,17;True;1;High-End;251,55
1034;Samsung;DDR5;8;5203;37;1,45;False;4;High-End;178,50
1035;Teamgroup;DDR4;64;2867;19;1,29;False;2;None;170,74
1036;Corsair;DDR5;64;5455;32;1,40;False;2;Standard;257,77
1037;Crucial;DDR4;8;3742;14;1,37;True;4;High-End;146,04
1038;Crucial;DDR5;128;6018;37;1,14;True;1;None;352,00
1039;Corsair;DDR5;8;7822;39;1,16;True;4;Standard;202,74
1040;Samsung;DDR5;128;4854;31;1,32;False;2;High-End;365,08
1041;Crucial;DDR4;32;2738;20;1,36;True;1;None;129,80
1042;G,Skill;DDR4;16;3794;20;1,31;True;1;Standard;123,05
1043;Corsair;DDR5;16;6319;30;1,36;True;1;None;187,99
1044;Corsair;DDR4;16;3668;21;1,27;True;2;High-End;132,54
1045;Teamgroup;DDR4;8;3419;16;1,27;False;4;None;124,45
1046;G,Skill;DDR4;128;3144;21;1,21;False;1;High-End;250,75
1047;Crucial;DDR5;64;6020;33;1,24;True;1;None;256,45
1048;G,Skill;DDR5;64;4800;40;1,44;False;2;None;229,09
1049;Samsung;DDR4;64;2870;18;1,28;False;1;High-End;176,26
1050;Samsung;DDR5;16;6914;34;1,42;False;1;None;178,22
1051;Kingston;DDR5;128;6113;31;1,13;True;4;High-End;402,98
1052;Crucial;DDR5;16;7904;35;1,38;True;2;Standard;208,48
1053;Samsung;DDR5;128;7457;38;1,39;True;2;High-End;387,12
1054;Teamgroup;DDR5;64;7517;37;1,15;True;1;None;264,51
1055;Crucial;DDR4;32;3074;21;1,17;True;2;None;136,99
1056;Corsair;DDR4;64;3374;16;1,14;True;4;Standard;201,29
1057;Teamgroup;DDR4;16;3367;17;1,27;False;1;None;114,14
1058;Samsung;DDR5;16;6669;39;1,10;False;1;None;165,45
1059;Kingston;DDR5;32;5832;35;1,21;True;4;Standard;228,23
1060;Crucial;DDR5;16;7886;33;1,34;False;4;Standard;220,44
1061;Crucial;DDR5;32;6664;31;1,41;False;2;High-End;229,11
1062;Teamgroup;DDR5;128;5542;38;1,23;True;1;High-End;358,34
1063;Teamgroup;DDR4;128;3082;20;1,32;True;2;High-End;263,76
1064;Teamgroup;DDR4;16;2834;14;1,10;True;4;High-End;148,37
1065;Samsung;DDR4;32;3803;16;1,28;True;4;None;162,32
1066;Crucial;DDR4;128;2773;22;1,13;False;4;None;254,28
1067;Samsung;DDR5;64;7943;34;1,25;True;1;None;275,19
1068;Samsung;DDR4;128;2983;19;1,17;False;2;High-End;258,46
1069;G,Skill;DDR5;64;6692;32;1,12;True;2;High-End;287,33
1070;G,Skill;DDR5;32;7735;32;1,22;True;1;Standard;230,55
1071;Corsair;DDR4;64;3379;21;1,11;True;2;Standard;181,83
1072;Samsung;DDR4;8;3557;16;1,22;False;2;Standard;117,56
1073;G,Skill;DDR5;64;5115;33;1,42;False;1;None;238,57
1074;G,Skill;DDR5;64;6576;32;1,28;True;4;Standard;294,18
1075;Teamgroup;DDR4;16;3798;20;1,36;True;1;Standard;123,08
1076;Teamgroup;DDR5;8;6948;36;1,20;False;2;High-End;183,17
1077;Crucial;DDR4;64;3424;15;1,14;True;2;Standard;191,19
1078;Teamgroup;DDR4;32;2977;18;1,20;True;4;High-End;162,72
1079;Teamgroup;DDR4;16;3306;18;1,44;True;2;None;124,15
1080;Teamgroup;DDR4;64;2814;22;1,17;False;1;High-End;169,81
1081;Crucial;DDR4;32;3785;19;1,20;False;2;Standard;143,68
1082;Kingston;DDR5;128;7157;34;1,33;True;4;Standard;400,08
1083;Samsung;DDR5;32;7088;39;1,45;True;1;Standard;209,39
1084;Crucial;DDR4;16;2549;16;1,32;True;4;High-End;143,09
1085;Kingston;DDR5;8;7618;30;1,36;True;2;None;197,16
1086;Crucial;DDR4;8;3490;17;1,45;False;2;Standard;115,52
1087;Samsung;DDR5;8;6512;35;1,30;False;2;High-End;180,49
1088;Corsair;DDR5;8;4881;30;1,39;True;4;Standard;189,20
1089;Samsung;DDR5;128;6098;35;1,38;False;2;None;356,92
1090;G,Skill;DDR4;64;3374;17;1,24;True;2;None;183,79
1091;Teamgroup;DDR4;16;3754;15;1,24;True;1;Standard;130,23
1092;G,Skill;DDR5;8;7176;32;1,17;True;1;None;180,24
1093;G,Skill;DDR5;16;4813;36;1,22;False;1;None;151,48
1094;G,Skill;DDR5;32;5827;38;1,31;True;1;None;192,40
1095;Corsair;DDR5;8;7162;32;1,41;False;1;High-End;185,48
1096;Crucial;DDR4;32;3808;16;1,39;True;1;High-End;154,36
1097;Kingston;DDR5;32;5215;32;1,33;False;2;High-End;211,44
1098;Samsung;DDR5;64;7257;37;1,35;True;4;High-End;299,51
1099;Samsung;DDR5;8;6158;37;1,32;True;4;None;183,42
1100;Teamgroup;DDR5;64;6156;30;1,14;False;1;High-End;269,39
1101;Samsung;DDR5;128;7342;35;1,41;False;4;High-End;400,05
1102;Teamgroup;DDR4;64;3327;21;1,17;True;1;High-End;181,42
1103;G,Skill;DDR4;8;3627;18;1,29;True;2;Standard;121,12
1104;Kingston;DDR5;32;6338;30;1,38;False;2;High-End;227,62
1105;Kingston;DDR4;32;3499;19;1,36;False;4;None;149,39
1106;G,Skill;DDR5;64;5954;30;1,41;False;1;Standard;259,11
1107;Crucial;DDR4;16;3848;16;1,31;False;2;None;125,48
1108;Kingston;DDR4;16;2478;20;1,32;False;4;Standard;124,52
1109;Corsair;DDR4;16;3028;17;1,14;True;4;None;135,42
1110;G,Skill;DDR5;128;6319;30;1,19;False;4;Standard;391,03
1111;Teamgroup;DDR5;64;6580;31;1,20;True;4;None;290,84
1112;Samsung;DDR4;128;2597;18;1,35;True;4;Standard;268,88
1113;Teamgroup;DDR4;16;3092;15;1,40;False;2;Standard;124,94
1114;Kingston;DDR4;16;3220;19;1,29;False;2;None;115,96
1115;G,Skill;DDR5;8;5659;37;1,20;False;1;None;145,63
1116;Crucial;DDR5;64;6071;40;1,31;False;4;None;259,02
1117;Kingston;DDR4;32;3934;18;1,45;False;2;None;142,37
1118;Corsair;DDR4;128;2710;22;1,21;False;2;Standard;245,78
1119;Teamgroup;DDR5;16;7393;40;1,36;False;1;Standard;176,64
1120;Corsair;DDR4;16;3674;22;1,23;False;4;None;127,09
1121;Corsair;DDR4;16;2686;20;1,36;False;4;None;122,19
1122;Crucial;DDR4;8;3752;19;1,35;False;4;High-End;132,62
1123;Kingston;DDR4;64;2546;14;1,42;True;4;None;193,67
1124;Crucial;DDR5;16;5648;32;1,18;False;2;High-End;190,19
1125;Kingston;DDR5;8;7137;33;1,14;False;2;Standard;183,19
1126;Corsair;DDR5;32;7407;40;1,28;False;1;None;197,31
1127;Kingston;DDR5;16;6349;38;1,45;True;1;Standard;177,51
1128;Corsair;DDR5;32;5639;34;1,14;True;2;High-End;220,07
1129;Kingston;DDR4;16;3255;14;1,16;False;2;Standard;127,74
1130;Corsair;DDR4;8;3986;15;1,14;True;2;High-End;134,49
1131;Teamgroup;DDR4;32;3027;21;1,38;True;1;High-End;140,62
1132;Crucial;DDR4;64;2993;22;1,12;False;1;None;161,24
1133;Samsung;DDR5;32;4933;36;1,14;True;4;Standard;216,49
1134;Samsung;DDR4;8;3744;21;1,19;False;2;Standard;111,55
1135;Crucial;DDR5;16;6482;38;1,21;True;2;Standard;187,05
1136;Samsung;DDR4;32;3089;15;1,15;True;2;Standard;150,11
1137;Crucial;DDR5;128;5378;37;1,22;False;1;None;336,99
1138;Samsung;DDR4;16;2665;18;1,43;False;2;High-End;123,02
1139;Samsung;DDR4;8;3881;14;1,16;True;4;None;137,15
1140;Crucial;DDR5;8;5644;39;1,43;False;2;High-End;163,02
1141;Corsair;DDR4;16;3173;20;1,13;True;4;None;132,08
1142;Corsair;DDR4;64;3282;17;1,36;True;4;High-End;205,06
1143;Samsung;DDR5;16;5628;34;1,22;False;4;None;188,63
1144;Corsair;DDR5;128;6563;35;1,31;False;4;None;378,14
1145;G,Skill;DDR4;8;2714;14;1,36;False;4;None;121,81
1146;Crucial;DDR5;8;5405;33;1,43;False;2;None;159,08
1147;Crucial;DDR4;16;2658;21;1,42;True;4;High-End;136,46
1148;Samsung;DDR5;128;6160;35;1,32;False;2;Standard;362,99
1149;Samsung;DDR5;128;7857;32;1,43;True;2;Standard;395,49
1150;Crucial;DDR4;128;3782;15;1,40;True;2;None;266,86
1151;Samsung;DDR4;128;2520;18;1,42;True;2;High-End;262,26
1152;Teamgroup;DDR5;64;4939;40;1,26;True;4;High-End;268,40
1153;Samsung;DDR5;16;5471;31;1,15;True;2;High-End;198,41
1154;Samsung;DDR5;64;5006;34;1,32;True;1;Standard;248,87
1155;Kingston;DDR5;128;5134;37;1,32;False;4;None;358,66
1156;Crucial;DDR4;32;3654;18;1,25;True;1;None;140,13
1157;Samsung;DDR4;64;3934;17;1,39;False;2;High-End;192,27
1158;Corsair;DDR4;64;3573;19;1,17;False;2;High-End;186,38
1159;G,Skill;DDR5;128;6100;39;1,28;False;2;None;348,84
1160;Samsung;DDR5;16;7870;36;1,22;False;1;High-End;197,99
1161;Teamgroup;DDR4;8;3712;21;1,43;False;2;Standard;111,30
1162;G,Skill;DDR4;64;3751;20;1,37;False;4;None;188,31
1163;Crucial;DDR4;64;3185;14;1,21;False;4;High-End;202,78
1164;Teamgroup;DDR5;128;5515;40;1,15;False;4;None;356,70
1165;Corsair;DDR4;16;3029;19;1,18;False;4;High-End;136,43
1166;Samsung;DDR5;64;5680;37;1,18;True;4;High-End;282,47
1167;Crucial;DDR4;64;2458;15;1,15;True;2;High-End;189,46
1168;Crucial;DDR5;8;7126;35;1,23;False;1;None;165,52
1169;Corsair;DDR4;32;3259;14;1,13;False;4;None;154,97
1170;Kingston;DDR4;16;2596;17;1,24;False;4;High-End;135,97
1171;Teamgroup;DDR5;128;5447;37;1,31;True;4;Standard;375,54
1172;Teamgroup;DDR5;8;5890;32;1,33;True;2;Standard;179,85
1173;Teamgroup;DDR4;32;3297;17;1,12;True;4;High-End;166,78
1174;Kingston;DDR5;64;7133;30;1,43;False;2;Standard;279,94
1175;Samsung;DDR4;8;2546;18;1,25;True;2;High-End;118,47
1176;Teamgroup;DDR4;8;3970;17;1,10;False;1;None;109,36
1177;G,Skill;DDR4;64;3265;18;1,17;False;2;Standard;179,42
1178;Kingston;DDR5;64;5470;38;1,21;True;4;Standard;270,08
1179;Crucial;DDR4;128;3066;22;1,33;True;1;High-End;254,63
1180;Kingston;DDR5;32;6513;34;1,34;False;4;None;224,11
1181;Corsair;DDR4;128;3522;22;1,37;False;4;Standard;264,28
1182;Crucial;DDR4;128;3066;14;1,39;True;2;Standard;266,63
1183;Crucial;DDR5;128;4885;39;1,12;False;1;None;327,62
1184;Corsair;DDR5;32;7812;34;1,34;False;4;None;238,13
1185;Crucial;DDR4;8;2658;21;1,43;False;1;None;92,86
1186;Kingston;DDR5;16;5804;34;1,41;False;2;None;174,33
1187;Samsung;DDR4;64;2424;18;1,26;False;4;High-End;190,69
1188;Teamgroup;DDR5;16;4949;31;1,14;False;1;Standard;168,47
1189;G,Skill;DDR5;64;5496;35;1,26;False;4;Standard;268,34
1190;Crucial;DDR4;128;3804;19;1,36;True;4;Standard;277,03
1191;Crucial;DDR4;32;2504;17;1,45;False;1;Standard;130,43
